Id_cosecha;Superf;TT_est; Neto_KG; Toneladas_recibidas; Average of HUMEDAD; Average of PROTEINA;Max of VITASCOPIO; Average of PRIMERA+SEGUNDA; Average of CUARTA;Max of PUREZA_VARIETAL;Max of FALLING_NUMBER;Max of DON; Average of CUERPOS EXT+QUEBRADO+DAÑADO ;Count of Fertil;Cosecha;Fecha_siembra;Variedad;Departamento;Weath_ref; Precip.Acumulada_(mm); Heliofanía_Relativa_(%); Rad.Solar_(xHelio)cal/cma²; Humedad_Rel.
11183;30;105;205.640;206;12,15;12,5625;97;90,6;1,125;100;359;682,7;2,925;1;2024;10/7/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11315;15;53;57.970;58;13,1;11,5;100;91,2;1,2;100;313;848;3;1;2024;1/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11217;43;151;213.550;214;13,5889;12,5556;95;93,9889;1,0667;99;253;552;1,1333;1;2024;20/6/2024;OSIRIS;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11285;56;196;146.680;147;12,78;12,38;99;85,92;2,02;99;301;2610;2,96;1;2024;14/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11080;30;105; -   ; -   ;13,1;13,3;-1;87,6;2;96;-1;-1;5,4;1;2024;5/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10632;48;216;84.480;84;14,5714;11,1714;97;86,4571;1,1571;100;306;185,6;7,5143;1;2024;21/5/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11051;55;193; -   ; -   ;10,9;13,3778;-1;59,6556;9,2778;100;-1;-1;4,2111;1;2024;28/5/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11118;190;665;801.610;802;13,67;11,7767;100;94,2767;0,36;100;385,5;4000;3,3867;1;2024;12/7/2024;FANA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10725;30;135; -   ; -   ;12,68;14,22;-1;92,08;0,96;99;-1;-1;1,9;1;2024;12/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
10527;24;101;81.360;81;14,425;12,95;98;94,475;0,675;100;327;431,3;2,925;1;2024;12/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11659;98;372;313.480;313;13,4833;12,5833;100;90,9083;1,1333;100;341;988,6;3,7917;1;2024;28/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11833;96;336; -   ; -   ;12,8667;13,5;-1;94,1667;0,7833;100;280;-1;1,9833;1;2024;28/5/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11216;76;266;215.660;216;11,9429;11,9;95;92,3;0,9429;99;225;202;1,5714;1;2024;19/6/2024;OSIRIS;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11756;185;740;1.244.980;1.245;13,0659;12,1463;100;83,9927;3,0512;100;356;2382;4,0049;1;2024;2/7/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11697;120;456;559.460;559;14,3773;12,3273;99;95,6909;0,2318;100;337,5;1089,2;3,2682;1;2024;6/7/2024;FANA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11837;87;305;300.720;301;12,6929;12,8429;97;93,0571;0,7143;100;358;4414;1,7286;1;2024;1/5/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10768;64;384;35.750;36;15,95;11;100;84,55;1,7;100;318;770;5,8;1;2024;8/7/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11049;55;220;143.350;143;12,96;12,18;98;90;1,78;100;328;3421;2,82;1;2024;21/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11206;97;369;542.650;543;12,9278;10,8667;99;91,5889;1,4667;100;339;955;1,3778;1;2024;5/7/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10610;40;140;129.830;130;12,2286;12,9429;99;91,7714;1,4714;100;353,5;508,5;1,7857;1;2024;18/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11641;35;123;32.050;32;13,5167;13,4333;100;89,4833;1,8;100;303,5;820,1;3,5333;1;2024;8/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10964;57;200;283.520;284;12,6154;12,7615;100;94,0769;0,5385;100;386;787;2,0231;1;2024;17/6/2024;OSIRIS;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10585;180;630;585.590;586;12,8826;12,6043;100;94,9261;0,613;100;341;1860;1,8522;1;2024;1/7/2024;OSIRIS;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11770;45;158;177.610;178;14,2167;12,6;99;83,2167;2,7;100;315;347;4,8333;1;2024;8/7/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11117;135;473;761.480;761;13,8548;10,9032;100;85,4452;2,9484;100;355;2160;2,4742;1;2024;3/7/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11260;22;77;103.330;103;13,0333;11,9;99;87,8;1,6667;100;330,5;495,7;2;1;2024;6/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11766;46;184;142.300;142;11,42;12,62;97;89,84;2,4;98;289;927;1,5;1;2024;25/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10418;18;72;57.490;57;12,7;13,0667;98;87,6333;1,8667;97;298;475,2;2,7333;1;2024;17/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10934;4;14;56.790;57;13,3;12,3;100;94,75;0,55;100;316;687,2;2,3;1;2024;1/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10682;61;244; -   ; -   ;13,66;13,58;-1;90,62;1,14;100;312;-1;4;1;2024;18/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10435;130;455;198.650;199;12,8438;13,2063;99;87,3313;1,9;100;309;731;2,1188;1;2024;20/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11528;15;53;64.320;64;12,05;12,55;100;93,65;0,85;99;337;4114;1,65;1;2024;11/7/2024;OSIRIS;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11662;17;60;55.240;55;13,7667;12,9;99;92,1333;1,3;99;308;2036,4;3,2667;1;2024;5/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10717;40;200;121.900;122;12,075;12;100;88,625;2,225;100;302,5;341,1;1,45;1;2024;14/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10867;62;310;59.690;60;12,7714;13,2;99;82,8857;3,1429;100;321;400;2,1429;1;2024;10/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11763;20;70;26.990;27;14;12,85;96;88,25;2,5;98;280;928;3,8;1;2024;12/7/2024;ARRAYAN;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11034;26;91;131.600;132;13,4;11,825;99;91,25;1,125;100;323;262;4,425;1;2024;10/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11319;87;348;296.920;297;15,4083;12,8167;100;92,5;0,4833;100;334;1584;4,0333;1;2024;6/7/2024;OSIRIS;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11774;50;175;329.860;330;11,9182;11,6909;100;89,0909;1,7;100;303;1222,6;1,8091;1;2024;22/6/2024;NAHARA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11169;79;316;145.270;145;12,8;13,1143;99;97,1857;0,2;100;341;364,1;1,2571;1;2024;25/6/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10843;162;729;518.060;518;13,08;11,945;99;87,875;2,04;100;299;5104,2;2,91;1;2024;21/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
10836;114;513;344.830;345;12,1857;11,5286;99;79,1643;4,4643;100;333;6097;2,4286;1;2024;2/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11261;38;152;96.190;96;11,9667;11,0333;99;85,6667;2,2333;100;327,5;1212,2;2,3333;1;2024;14/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11397;45;180;161.080;161;12,5167;12,0333;98;77,15;6,2333;100;257,5;2688,7;2,4333;1;2024;10/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11349;25;88;103.070;103;13,125;12,5;99;90,825;1,45;100;303;979,4;2,2;1;2024;11/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11040;83;415; -   ; -   ;13,8667;13,9333;-1;81,5667;3,45;99;303;-1;2,4667;1;2024;11/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10736;46;161; -   ; -   ;13,4;14,2;-1;89,6;0,1;91;-1;-1;8,9;1;2024;17/6/2024;NAHARA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10471;140;490;550.980;551;12,8952;12,5381;100;94,5381;0,3905;100;326;2045;3,1095;1;2024;22/6/2024;OSIRIS;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10600;67;302;254.160;254;13,8444;11,5667;99;90,5;1,2222;100;328;1600;2,9;1;2024;6/7/2024;ARRAYAN;FLORIDA;Canelones;507,4;82,72540984;418,0631148;2,758196721
11048;95;333;390.780;391;12,3769;12,4;100;89,4154;1,8077;100;321;875;2,2769;1;2024;1/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11559;110;330;356.860;357;12,6417;11,8917;99;91,1833;0,825;100;358;670;3,075;1;2024;6/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11457;64;224;153.140;153;13,82;11,02;99;80,88;3,44;100;324;810;3,76;1;2024;7/7/2024;NAHARA;CANELONES;Canelones;507,4;82,72540984;418,0631148;2,758196721
10852;36;155; -   ; -   ;13,85;13,875;-1;90,725;0,9;99;-1;-1;3,575;1;2024;10/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11402;15;60;64.230;64;13,8;11,35;99;77,25;4,6;98;316;3082,5;2,35;1;2024;10/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11374;12;42;55.660;56;12,05;11,4;97;93,7;0,4;100;335;3124;3,55;1;2024;6/7/2024;FANA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11784;57;200;191.060;191;14,85;12,2667;97;91,1333;1,75;98;307;136;1,7167;1;2024;29/6/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10341;19;67;93.420;93;13,4667;12,1667;98;93,3667;0,2667;100;350;641;4,2;1;2024;6/7/2024;FANA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11614;58;203;207.620;208;13,2778;10,1778;99;94,0333;0,7111;100;325;2500;2,7;1;2024;7/7/2024;ARRAYAN;CANELONES;Canelones;507,4;82,72540984;418,0631148;2,758196721
11214;75;263; -   ; -   ;14,525;13,475;-1;94,3;0,3;99;-1;-1;3,025;1;2024;2/7/2024;OSIRIS;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11717;34;119; -   ; -   ;12,88;13,42;100;91,42;1,66;99;318,5;322;2,5;1;2024;26/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11056;25;88;89.180;89;11,525;12;98;82,925;2,425;100;334;3189;3,025;1;2024;8/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11733;10;40;28.940;29;11,6;11,3;98;80,4;3,7;100;283;330,9;3,9;1;2024;20/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11302;114;399;354.940;355;14,3923;11,8692;99;93,1538;0,8385;100;362;818;2,8308;1;2024;1/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10627;63;315;107.070;396;14,42;12,14;99;89,24;1,7;100;349;335;1,9;1;2024;16/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11520;100;350;333.920;334;14,5538;10,8;99;92,4615;1,0231;100;300;2013,6;3,7846;1;2024;13/6/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11294;28;98; -   ; -   ;13,0667;13,3667;-1;80,3333;3,4333;100;261;-1;5,4667;1;2024;30/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11264;27;81;82.880;83;12,125;11,025;99;89,375;1,5;100;329;2283,2;4,1;1;2024;15/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11481;20;70;98.670;99;13,425;11,75;99;93,875;0,9;100;320;1815;2,375;1;2024;6/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11238;100;500;207.200;207;12,3077;11,7231;97;86,4177;1,69;100;300;359,2;3,5192;1;2024;5/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10419;12;48; -   ; -   ;12,1667;13,4;-1;90,8;1,0667;99;-1;-1;2,6333;1;2024;17/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10455;50;175;197.040;197;11,4125;12,425;100;92,825;1,025;100;362;2359;2,175;1;2024;20/6/2024;FANA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10776;30;120;91.100;91;11,125;12,15;99;75,675;5,825;100;338;2139;3,275;1;2024;20/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11137;40;140;95.310;95;11,4571;12,8286;98;91,8143;1,3286;100;314;1548;2,1714;1;2024;16/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10453;77;308; -   ; -   ;12,8889;13,4944;-1;87,3222;2,4389;100;-1;-1;1,6;1;2024;20/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10818;12;42;59.010;59;13,7;11,25;98;91,45;0,7;100;313;927;4,25;1;2024;21/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11249;85;298; -   ; -   ;15,8111;13,3667;-1;91,7111;0,6444;100;295;-1;5,2333;1;2024;2/7/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11362;127;445;397.280;397;12,9238;11,7238;99;93,0771;0,4381;100;345;263;3,7762;1;2024;12/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11225;42;147;197.250;197;13,25;12,8375;100;91,4875;1,6125;100;310;1208;2,55;1;2024;28/6/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11166;40;140;93.680;94;14,5333;12,6667;99;86,5333;1,7667;99;306;379;6,4667;1;2024;10/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10827;27;95;89.560;90;12,75;12,025;100;94,25;0,575;100;319;1307,2;3,75;1;2024;17/6/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10328;58;203;302.660;303;13,34;11,78;99;95,42;0,34;100;298;2484;3,03;1;2024;2/7/2024;FANA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11452;260;910; -   ; -   ;12,25;13,8;-1;90,3;1,3;98;-1;-1;2,35;1;2024;4/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11714;120;420;132.730;133;11,45;12,325;98;91,2;0,65;100;293;712;2,575;1;2024;25/6/2024;OSIRIS;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10664;9;41;60.140;60;11,05;12,2;98;90,1;1,2;100;345;23,9;3,45;1;2024;4/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11222;67;235;339.820;340;12,8133;10,5333;100;87,98;1,9267;100;300;3764;1,7733;1;2024;27/6/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10461;75;338;114.790;115;12,7;12,6125;99;97,9375;0,1375;100;315;273;1,4;1;2024;1/7/2024;FANA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11482;52;182;160.090;160;12,7667;10,9333;97;94,6833;0,6833;100;337,5;384,2;2,05;1;2024;8/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10474;55;193;314.380;314;15,0364;11,9545;98;89,0909;1,6364;100;366;2057;3,9727;1;2024;28/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11818;40;140;76.720;77;13,125;12,725;97;91,475;1,725;98;346;1084;1,925;1;2024;13/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11045;20;70;184.120;184;11,8667;12,4889;100;88,2333;1,1889;100;330;350,3;3,3556;1;2024;10/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11259;65;228;458.950;459;12,4429;11,6714;99;88,9143;1,6857;100;343;1672,3;2,3786;1;2024;6/7/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
10933;14;49;13.650;14;11,75;12,4;98;92,5;0,75;100;307,5;526,7;2,15;1;2024;10/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10454;76;304; -   ; -   ;11,8;13,3;-1;87,2;2,1;99;-1;-1;2,3;1;2024;20/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10738;80;280;317.200;317;12,0846;11,9462;99;93,3154;0,6154;100;373;477;1,7;1;2024;18/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11350;75;263;149.260;149;12,375;11,3125;100;90,6125;1,2875;100;279,5;1761,5;4,05;1;2024;12/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11207;9;36;30.110;30;13,7;12,7;99;91;1,7;97;291,5;161,3;4;1;2024;5/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11063;218;763;1.051.240;1.051;13,945;12,68;100;92,5125;1,2325;100;333;941;1,5825;1;2024;18/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10775;47;188;204.770;205;11,6143;11,9571;99;84,2143;2,2571;100;341;4976,5;3,5;1;2024;20/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11484;13;46;56.720;57;10,75;12;99;82,9;1,35;100;321;312;7,2;1;2024;12/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11003;59;207;258.700;259;13,84;11,24;99;86,5;2,04;100;343;6553;3,81;1;2024;6/7/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10687;338;1352;1.930.700;1.931;15,2583;10,6514;100;88,4556;0,9208;100;365;1643;3,4889;1;2024;1/7/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10694;90;315;643.150;643;12,2522;12,2348;100;91,8043;1,4739;100;307;942,9;2,9261;1;2024;8/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11751;18;63; -   ; -   ;10,4;13,8;-1;73,4;4,55;100;-1;-1;2,5;1;2024;18/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11016;51;179; -   ; -   ;11,9;13,35;-1;79,25;3,05;98;252,5;-1;3,4;1;2024;24/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11808;69;242;268.880;269;13,1;12,52;100;81,9;3,21;99;335;1624,3;4,17;1;2024;13/6/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10665;16;72;9.530;10;11,8;13,1667;98;89,3667;0,7333;99;315;938,6;5,8;1;2024;3/7/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11456;31;109;153.420;153;13,56;10,7;99;85,18;1,76;100;337;360;3,74;1;2024;7/7/2024;NAHARA;CANELONES;Canelones;507,4;82,72540984;418,0631148;2,758196721
11718;86;301;377.450;377;12,4474;12,4474;100;94,5737;0,6632;100;303;1808;1,7947;1;2024;27/6/2024;OSIRIS;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11772;43;151;273.020;273;12,6786;10,9571;98;91,9286;1,1;100;352;1746;1,6071;1;2024;15/6/2024;NAHARA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10840;51;230;152.270;152;12,5;12,4333;98;89,1833;1,7167;100;328;4184;3,9;1;2024;21/6/2024;ARRAYAN;RIO_NEGRO;Tacuarembo;1191,3;47,42827869;343,7413934;0
11825;54;189;175.880;176;11,0455;12,9455;100;93,3;0,9455;100;351;2389,2;2,7364;1;2024;4/6/2024;FANA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10414;70;350; -   ; -   ;11,2;13,7;-1;93,8;1,2;95;-1;-1;1,4;1;2024;12/6/2024;FANA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11085;40;140;176.980;177;13,2714;10,9571;97;89;0,6714;100;330;1128,9;6,5714;1;2024;21/6/2024;DANIELLE;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10432;26;130;148.190;148;13,5333;12,6833;98;92,2833;0,8667;99;343;763,4;3,3167;1;2024;10/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11304;80;400;89.440;89;12,9875;12,95;100;95,325;0,45;100;337;223,2;2,5875;1;2024;20/6/2024;ARRAYAN;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11556;36;180;63.160;63;12,225;12,225;100;80,125;3,45;100;294;307,8;1,925;1;2024;26/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10638;55;237;58.060;58;13,1;12,25;100;79,7667;0,8333;100;337;401;15,45;1;2024;4/6/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10879;75;300;337.250;337;12,1;12,225;99;92,3;0,5917;100;329;1174;4,35;1;2024;7/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11480;12;42;43.840;44;12,4;12,25;100;89,35;1,45;100;310;372;3,15;1;2024;12/6/2024;DANIELLE;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10598;24;108;53.560;54;15,6857;12,5143;96;85,5571;3,1;100;310;238;2,5;1;2024;8/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11032;50;250;226.100;226;14,48;11,43;100;87,06;1,98;100;327;1026,9;3,46;1;2024;12/7/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11155;76;266;286.100;286;13,6;12,23;99;90,08;0,96;100;340;495,1;4,66;1;2024;14/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11109;53;186;143.890;144;13,34;11,64;100;92,82;0,64;100;338;2000;4,24;1;2024;10/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11720;10;38;42.160;42;12,3;11,7;99;88,55;2,05;99;349;605,5;1,05;1;2024;3/7/2024;DANIELLE;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10445;14;56;47.030;47;15,85;12,2;-1;90,75;0,75;100;-1;-1;5,05;1;2024;20/6/2024;DANIELLE;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10359;284;994;1.341.420;1.341;12,2511;11,8;100;90,52;1,6244;100;344;2373,8;1,7933;1;2024;5/7/2024;NAHARA;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11267;13;39;87.140;87;11,9667;10,5;99;92,4667;0,9667;100;326;431,8;1,9;1;2024;15/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
10962;70;245; -   ; -   ;16,225;13,775;-1;74,7;4,725;99;-1;-1;4,175;1;2024;12/7/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10331;65;228; -   ; -   ;16,36;13,24;-1;85,58;2,28;99;-1;-1;3,84;1;2024;26/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11005;155;543;671.060;671;15,2107;12,65;99;92,4357;0,7857;100;376;2900;3,9643;1;2024;5/7/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11057;161;564;836.810;837;14,6639;12,4917;100;90,9917;1,425;100;345;2073;2,225;1;2024;14/6/2024;NAHARA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10433;50;250;204.780;205;16,4222;12,8;98;92,8333;0,7222;100;316;1299,6;3,9778;1;2024;10/6/2024;NAHARA;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11066;45;158; -   ; -   ;14,7143;13,8714;-1;93,9286;0,7857;100;-1;-1;1,6286;1;2024;20/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10653;181;724; -   ; -   ;16,55;14,4;-1;92,4583;0,25;100;261;-1;6,675;1;2024;30/6/2024;FANA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11069;55;193;38.180;38;12,7214;13,2429;99;94,1;0,5286;99;319;1037;3,7357;1;2024;20/6/2024;FANA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11287;15;60;24.990;25;13,3333;12,7667;96;95,6;0,3667;99;269;4242;2,3;1;2024;4/6/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11824;25;88; -   ; -   ;13,125;14,4;-1;92,7;0,975;97;248;-1;2,2;1;2024;4/6/2024;OSIRIS;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
11348;108;432;307.470;307;12,825;11,8917;99;90,5667;1,475;100;328;1237;3,1083;1;2024;3/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
11773;47;165;288.560;289;11,8444;11,6889;99;89,2889;1,7778;100;292;1657;1,4667;1;2024;22/6/2024;NAHARA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
11698;100;400; -   ; -   ;13,5;13,6;-1;93;0,6;98;-1;-1;2,7;1;2024;26/6/2024;NAHARA;SORIANO;Colonia;466,03;57,51557377;364,8610656;0
10741;140;490;28.460;28;13,65;13,45;99;75,74;4,8;100;323;29;4,23;1;2024;17/6/2024;ARRAYAN;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10702;63;284;209.740;210;15,4778;12,5111;98;89,4556;1,8111;100;395;2661;3,0556;1;2024;6/7/2024;ARRAYAN;SAN_JOSE;Colonia;466,03;57,51557377;364,8610656;0
10340;27;95;162.980;163;15,8333;12,0667;100;94,2222;0,3556;100;385;1740;3;1;2024;4/7/2024;FANA;FLORES;Colonia;466,03;57,51557377;364,8610656;0
10607;181;815;532.980;533;13,9381;11,8571;100;87,2429;1,8238;100;345;1497;2,9667;1;2024;11/7/2024;DANIELLE;FLORES;Colonia;466,03;57,51557377;364,8610656;0
11737;90;315;87.000;87;12,9154;13,2692;98;92,8615;1,6538;100;354;139,3;1,1385;1;2024;18/6/2024;ARRAYAN;COLONIA;Colonia;466,03;57,51557377;364,8610656;0
