Departamento;Fecha;Precip.Acumulada_(mm);Heliofanía_Relativa_(%);Rad.Solar_(xHelio)cal/cma²;Humedad_Rel.
Colonia;13/5/2023;0.0;72.2;279.9;0.0
Colonia;14/5/2023;0.0;77.2;290.2;0.0
Colonia;15/5/2023;0.0;80.4;295.7;0.0
Colonia;16/5/2023;0.0;83.5;300.9;0.0
Colonia;17/5/2023;0.0;79.8;289.4;0.0
Colonia;18/5/2023;0.0;76.0;277.9;9.0
Colonia;19/5/2023;7.8;30.7;166.2;0.0
Colonia;20/5/2023;0.0;35.7;177.1;0.0
Colonia;21/5/2023;0.5;0.0;90.8;0.0
Colonia;22/5/2023;0.0;34.9;172.4;0.0
Colonia;23/5/2023;8.0;26.9;152.7;8.0
Colonia;24/5/2023;5.5;0.0;88.9;0.0
Colonia;25/5/2023;14.0;0.0;88.3;0.0
Colonia;26/5/2023;23.6;28.1;152.2;0.0
Colonia;27/5/2023;0.0;85.5;282.2;0.0
Colonia;28/5/2023;0.0;61.5;226.0;0.0
Colonia;29/5/2023;0.0;63.6;229.3;0.0
Colonia;30/5/2023;0.0;58.6;217.0;0.0
Colonia;31/5/2023;0.5;37.5;168.6;0.0
Colonia;1/6/2023;0.0;72.0;244.2;0.0
Colonia;2/6/2023;0.0;65.0;227.6;0.0
Colonia;3/6/2023;0.0;40.7;173.0;0.0
Colonia;4/6/2023;0.0;45.8;183.4;0.0
Colonia;5/6/2023;0.0;76.5;249.4;0.0
Colonia;6/6/2023;4.5;24.5;135.7;0.0
Colonia;7/6/2023;0.0;16.4;117.6;0.0
Colonia;8/6/2023;0.0;48.1;185.3;0.0
Colonia;9/6/2023;0.0;5.1;92.7;0.0
Colonia;10/6/2023;0.0;2.1;85.8;0.0
Colonia;11/6/2023;0.0;86.2;264.7;0.0
Colonia;12/6/2023;0.0;83.2;257.4;0.0
Colonia;13/6/2023;0.0;84.3;259.1;0.0
Colonia;14/6/2023;0.0;86.4;263.1;0.0
Colonia;15/6/2023;0.0;83.3;256.1;0.0
Colonia;16/6/2023;0.0;56.6;199.5;0.0
Colonia;17/6/2023;0.0;59.7;205.8;0.0
Colonia;18/6/2023;0.0;85.5;259.6;0.0
Colonia;19/6/2023;0.0;49.4;183.8;0.0
Colonia;20/6/2023;0.0;36.1;155.7;0.0
Colonia;21/6/2023;0.0;14.4;110.3;0.0
Colonia;22/6/2023;0.0;26.8;136.2;0.0
Colonia;23/6/2023;0.0;15.4;112.4;0.0
Colonia;24/6/2023;0.0;6.2;93.1;0.0
Colonia;25/6/2023;0.0;56.6;199.1;0.0
Colonia;26/6/2023;0.0;39.1;162.5;0.0
Colonia;27/6/2023;0.0;19.5;121.5;0.0
Colonia;28/6/2023;0.0;84.4;258.4;0.0
Colonia;29/6/2023;0.0;76.1;241.3;0.0
Colonia;30/6/2023;0.0;78.0;246.1;0.0
Colonia;1/7/2023;0.0;80.0;251.6;0.0
Colonia;2/7/2023;0.0;63.5;217.1;0.0
Colonia;3/7/2023;0.0;68.6;228.7;0.0
Colonia;4/7/2023;15.6;31.7;150.2;0.0
Colonia;5/7/2023;13.1;61.3;214.6;0.0
Colonia;6/7/2023;5.4;38.8;166.7;0.0
Colonia;7/7/2023;0.0;81.5;260.3;0.0
Colonia;8/7/2023;0.0;30.5;150.2;0.0
Colonia;9/7/2023;0.0;25.4;139.6;0.0
Colonia;10/7/2023;0.1;60.9;218.6;0.0
Colonia;11/7/2023;13.8;28.4;147.7;0.0
Colonia;12/7/2023;21.0;0.0;85.2;0.0
Colonia;13/7/2023;0.0;19.2;128.7;0.0
Colonia;14/7/2023;0.0;59.5;220.4;0.0
Colonia;15/7/2023;0.2;29.2;152.9;0.0
Colonia;16/7/2023;0.0;79.3;268.4;0.0
Colonia;17/7/2023;0.0;82.2;276.7;0.0
Colonia;18/7/2023;0.0;82.0;278.2;0.0
Colonia;19/7/2023;0.0;61.9;233.2;0.0
Colonia;20/7/2023;0.0;41.8;187.8;0.0
Colonia;21/7/2023;0.0;49.7;207.7;0.0
Colonia;22/7/2023;0.0;40.7;187.8;0.0
Colonia;23/7/2023;0.0;61.3;238.7;0.0
Colonia;24/7/2023;0.0;4.9;104.2;0.0
Colonia;25/7/2023;2.6;42.4;196.2;0.0
Colonia;26/7/2023;0.0;45.2;204.7;0.0
Colonia;27/7/2023;0.0;68.6;264.4;0.0
Colonia;28/7/2023;0.0;77.2;288.1;0.0
Colonia;29/7/2023;0.0;51.7;226.2;0.0
Colonia;30/7/2023;0.0;62.3;254.9;0.0
Colonia;31/7/2023;0.0;69.8;276.5;0.0
Colonia;1/8/2023;0.0;79.4;303.6;0.0
Colonia;2/8/2023;0.0;75.3;295.6;0.0
Colonia;3/8/2023;0.0;22.1;158.5;0.0
Colonia;4/8/2023;0.0;86.4;330.3;0.0
Colonia;5/8/2023;0.0;79.4;314.7;0.0
Colonia;6/8/2023;0.0;44.8;224.2;0.0
Colonia;7/8/2023;0.0;72.3;301.1;0.0
Colonia;8/8/2023;0.0;87.3;345.1;0.0
Colonia;9/8/2023;0.0;83.3;337.1;0.0
Colonia;10/8/2023;0.0;35.8;207.4;0.0
Colonia;11/8/2023;0.0;87.5;355.4;0.0
Colonia;12/8/2023;0.0;91.9;371.5;0.0
Colonia;13/8/2023;0.0;83.3;350.0;0.0
Colonia;14/8/2023;0.0;83.0;352.7;0.0
Colonia;15/8/2023;0.0;69.8;317.1;0.0
Colonia;16/8/2023;43.0;38.0;225.9;0.0
Colonia;17/8/2023;57.7;0.0;114.3;0.0
Colonia;18/8/2023;1.7;36.9;226.9;0.0
Colonia;19/8/2023;0.0;58.8;295.9;0.0
Colonia;20/8/2023;0.0;38.5;236.2;0.0
Colonia;21/8/2023;17.0;39.3;241.0;0.0
Colonia;22/8/2023;0.0;62.8;317.2;0.0
Colonia;23/8/2023;0.0;28.1;210.3;0.0
Colonia;24/8/2023;0.0;36.2;238.1;0.0
Colonia;25/8/2023;0.0;71.2;353.7;0.0
Colonia;26/8/2023;0.2;89.0;415.2;0.0
Colonia;27/8/2023;0.0;89.6;421.0;0.0
Colonia;28/8/2023;0.0;84.9;409.4;0.0
Colonia;29/8/2023;0.0;79.3;394.3;0.0
Colonia;30/8/2023;0.0;80.7;403.1;0.0
Colonia;31/8/2023;0.0;80.5;406.2;0.0
Colonia;1/9/2023;0.0;65.3;357.2;0.0
Colonia;2/9/2023;0.7;33.4;249.6;0.0
Colonia;3/9/2023;7.9;0.0;134.3;0.0
Colonia;4/9/2023;0.0;34.1;256.6;0.0
Colonia;5/9/2023;0.0;64.5;367.8;0.0
Colonia;6/9/2023;0.5;39.9;282.4;0.0
Colonia;7/9/2023;4.2;0.0;139.3;0.0
Colonia;8/9/2023;0.0;78.5;429.6;0.0
Colonia;9/9/2023;0.0;68.8;397.5;0.0
Colonia;10/9/2023;0.0;66.9;393.8;0.0
Colonia;11/9/2023;29.9;23.1;231.6;0.0
Colonia;12/9/2023;0.0;57.1;363.4;0.0
Colonia;13/9/2023;0.0;33.1;274.3;7.0
Colonia;14/9/2023;0.0;76.2;443.8;0.0
Colonia;15/9/2023;0.0;79.4;460.0;0.0
Colonia;16/9/2023;0.0;80.0;466.2;0.0
Colonia;17/9/2023;0.0;10.1;192.0;0.0
Colonia;18/9/2023;0.0;66.1;418.4;0.0
Colonia;19/9/2023;0.0;41.7;323.1;0.0
Colonia;20/9/2023;0.0;2.5;165.9;0.0
Colonia;21/9/2023;0.1;7.5;187.6;0.0
Colonia;22/9/2023;0.0;19.0;236.9;0.0
Colonia;23/9/2023;0.0;17.3;231.7;0.0
Colonia;24/9/2023;0.0;32.9;299.0;0.0
Colonia;25/9/2023;0.0;82.7;512.7;0.0
Colonia;26/9/2023;0.0;30.2;292.2;0.0
Colonia;27/9/2023;0.0;78.2;500.9;0.0
Colonia;28/9/2023;0.0;86.9;542.3;0.0
Colonia;29/9/2023;0.0;69.6;470.8;0.0
Colonia;30/9/2023;0.0;79.9;519.6;0.0
Colonia;1/10/2023;0.0;90.1;568.6;0.0
Colonia;2/10/2023;0.0;85.0;549.8;0.0
Colonia;3/10/2023;4.5;64.8;462.8;0.0
Colonia;4/10/2023;0.0;48.6;392.9;0.0
Colonia;5/10/2023;0.0;86.7;569.0;0.0
Colonia;6/10/2023;0.0;86.4;571.6;0.0
Colonia;7/10/2023;0.0;86.2;574.1;0.0
Colonia;8/10/2023;0.0;86.8;580.5;0.0
Colonia;9/10/2023;0.0;84.1;571.9;0.0
Colonia;10/10/2023;20.0;81.6;563.5;0.0
Colonia;11/10/2023;0.0;21.9;284.4;0.0
Colonia;12/10/2023;0.0;87.4;598.1;0.0
Colonia;13/10/2023;0.0;87.1;600.4;0.0
Colonia;14/10/2023;0.0;86.9;602.9;0.0
Colonia;15/10/2023;0.0;85.1;597.6;0.0
Colonia;16/10/2023;0.0;77.9;566.2;0.0
Colonia;17/10/2023;0.0;80.0;579.5;0.0
Colonia;18/10/2023;0.0;83.7;600.8;0.0
Colonia;19/10/2023;0.0;48.2;428.4;0.0
Colonia;20/10/2023;0.0;78.6;582.2;0.0
Colonia;21/10/2023;0.4;49.5;439.3;0.0
Colonia;22/10/2023;1.0;13.7;261.2;0.0
Colonia;23/10/2023;15.8;0.0;193.3;0.0
Colonia;24/10/2023;0.0;13.6;263.4;0.0
Colonia;25/10/2023;0.0;85.2;630.7;0.0
Colonia;26/10/2023;0.0;78.3;597.9;0.0
Colonia;27/10/2023;0.8;77.3;595.7;0.0
Colonia;28/10/2023;3.4;77.1;597.5;0.0
Colonia;29/10/2023;14.3;38.1;397.1;0.0
Colonia;30/10/2023;0.0;25.3;332.1;0.0
Colonia;31/10/2023;22.0;0.0;200.5;0.0
Colonia;1/11/2023;0.0;33.4;377.4;0.0
Colonia;2/11/2023;28.0;0.0;202.2;0.0
Colonia;3/11/2023;13.1;11.1;261.9;0.0
Colonia;4/11/2023;0.0;87.7;671.8;0.0
Colonia;5/11/2023;0.0;85.3;661.5;0.0
Colonia;6/11/2023;0.0;88.8;683.1;0.0
Colonia;7/11/2023;2.6;76.9;621.3;0.0
Colonia;8/11/2023;0.0;68.7;579.0;0.0
Colonia;9/11/2023;0.0;87.5;683.3;0.0
Colonia;10/11/2023;31.0;0.7;212.2;0.0
Colonia;11/11/2023;0.0;82.8;662.3;0.0
Colonia;12/11/2023;0.0;58.8;532.3;0.0
Colonia;13/11/2023;0.0;41.3;437.5;0.0
Colonia;14/11/2023;0.0;86.0;686.1;0.0
Colonia;15/11/2023;0.0;57.0;527.3;0.0
Colonia;16/11/2023;0.0;80.7;660.4;0.0
Colonia;17/11/2023;3.1;54.0;513.3;0.0
Colonia;18/11/2023;0.0;83.3;678.4;0.0
Colonia;19/11/2023;0.0;83.9;683.5;0.0
Colonia;20/11/2023;0.0;78.7;656.4;0.0
Colonia;21/11/2023;1.7;42.2;452.2;0.0
Colonia;22/11/2023;0.0;84.2;690.5;0.0
Colonia;23/11/2023;0.0;73.4;631.0;0.0
Colonia;24/11/2023;0.0;88.3;716.4;0.0
Colonia;25/11/2023;0.0;76.0;648.6;0.0
Colonia;26/11/2023;0.0;85.2;701.8;0.0
Colonia;27/11/2023;0.0;85.1;702.8;0.0
Colonia;28/11/2023;0.0;69.4;614.5;0.0
Colonia;29/11/2023;0.0;36.8;428.9;0.0
Colonia;30/11/2023;0.0;76.3;656.2;0.0
Colonia;1/12/2023;49.8;7.1;259.7;0.0
Colonia;2/12/2023;0.0;65.6;596.6;0.0
Colonia;3/12/2023;0.0;0.0;219.8;0.0
Colonia;4/12/2023;0.0;26.8;374.4;0.0
Colonia;5/12/2023;38.9;40.1;452.0;0.0
Colonia;6/12/2023;11.4;6.3;257.2;0.0
Colonia;7/12/2023;0.0;45.6;485.0;0.0
Colonia;8/12/2023;0.5;83.6;705.2;0.0
Colonia;9/12/2023;0.0;74.4;652.6;0.0
Colonia;10/12/2023;0.0;88.4;734.3;0.0
Colonia;11/12/2023;0.0;84.8;714.2;0.0
Colonia;12/12/2023;2.2;78.5;678.1;0.0
Colonia;13/12/2023;0.0;32.9;413.5;0.0
Colonia;14/12/2023;0.0;54.6;540.0;0.0
Colonia;15/12/2023;0.0;38.5;446.4;0.0
Colonia;16/12/2023;41.0;44.8;483.2;0.0
Colonia;17/12/2023;25.0;0.0;222.5;0.0
Colonia;18/12/2023;11.3;0.0;222.5;0.0
Colonia;19/12/2023;0.0;46.2;491.6;0.0
Colonia;20/12/2023;2.4;69.2;626.1;0.0
Colonia;21/12/2023;0.0;78.3;679.1;0.0
Colonia;22/12/2023;0.0;82.6;703.9;0.0
Colonia;23/12/2023;0.0;79.1;683.4;0.0
Colonia;24/12/2023;2.3;40.6;459.0;0.0
Colonia;25/12/2023;0.0;60.2;573.2;0.0
Colonia;26/12/2023;0.0;89.6;744.3;0.0
Colonia;27/12/2023;1.2;86.9;728.0;0.0
Colonia;28/12/2023;0.5;35.7;430.0;0.0
Colonia;29/12/2023;0.0;78.5;678.6;0.0
Colonia;30/12/2023;0.0;88.4;735.5;0.0
Colonia;31/12/2023;0.0;80.8;690.5;0.0
Colonia;1/1/2024;0.5;79.4;682.3;0.0
Colonia;2/1/2024;0.0;84.3;710.3;0.0
Colonia;3/1/2024;0.0;70.3;628.5;0.0
Colonia;4/1/2024;0.0;71.1;632.5;0.0
Colonia;5/1/2024;0.0;66.2;603.6;0.0
Colonia;6/1/2024;0.0;26.8;375.2;0.0
Colonia;7/1/2024;26.6;42.3;464.3;0.0
Colonia;8/1/2024;0.0;87.6;724.5;0.0
Colonia;9/1/2024;0.0;62.9;581.5;0.0
Colonia;10/1/2024;0.0;72.8;637.7;0.0
Colonia;11/1/2024;0.0;66.6;600.8;0.0
Colonia;12/1/2024;0.0;88.7;726.2;0.0
Colonia;13/1/2024;6.5;79.5;672.5;0.0
Colonia;14/1/2024;0.0;59.0;554.4;0.0
Colonia;15/1/2024;11.9;89.0;724.0;0.0
Colonia;16/1/2024;4.9;5.0;245.3;0.0
Colonia;17/1/2024;0.0;86.4;706.3;0.0
Colonia;18/1/2024;0.6;32.2;398.1;0.0
Colonia;19/1/2024;0.0;84.5;692.5;0.0
Colonia;20/1/2024;0.0;93.2;740.0;0.0
Colonia;21/1/2024;0.0;86.9;702.6;0.0
Colonia;22/1/2024;0.0;88.5;710.0;0.0
Colonia;23/1/2024;0.0;90.8;720.9;0.0
Colonia;24/1/2024;0.0;91.6;723.7;0.0
Colonia;25/1/2024;0.0;88.2;702.7;0.0
Colonia;26/1/2024;0.0;91.2;717.5;0.0
Colonia;27/1/2024;0.0;91.4;716.5;0.0
Colonia;28/1/2024;0.0;82.1;663.0;0.0
Colonia;29/1/2024;0.0;94.7;729.9;0.0
Colonia;30/1/2024;0.0;85.3;676.4;0.0
Colonia;31/1/2024;0.0;73.1;607.3;0.0
Colonia;1/2/2024;0.0;85.7;673.9;0.0
Colonia;2/2/2024;0.0;90.3;696.4;0.0
Colonia;3/2/2024;0.0;69.1;579.5;0.0
Colonia;4/2/2024;0.0;72.2;594.1;0.0
Colonia;5/2/2024;0.0;74.6;604.6;0.0
Colonia;6/2/2024;0.0;53.3;488.5;0.0
Colonia;7/2/2024;0.0;58.6;514.8;0.0
Colonia;8/2/2024;0.0;33.5;379.5;0.0
Colonia;9/2/2024;14.5;18.6;299.7;0.0
Colonia;10/2/2024;6.7;25.4;334.0;0.0
Colonia;11/2/2024;0.0;64.4;536.4;0.0
Colonia;12/2/2024;28.0;0.0;198.8;0.0
Colonia;13/2/2024;0.0;79.0;607.5;0.0
Colonia;14/2/2024;0.0;89.0;656.2;0.0
Colonia;15/2/2024;0.0;69.5;553.2;0.0
Colonia;16/2/2024;0.0;55.3;477.8;0.0
Colonia;17/2/2024;0.0;68.4;542.0;0.0
Colonia;18/2/2024;0.0;54.8;470.7;0.0
Colonia;19/2/2024;0.0;77.9;584.2;0.0
Colonia;20/2/2024;0.0;73.5;559.4;0.0
Colonia;21/2/2024;0.0;77.5;576.4;0.0
Colonia;22/2/2024;0.0;76.2;566.5;0.0
Colonia;23/2/2024;0.0;40.9;389.7;0.0
Colonia;24/2/2024;0.0;82.0;588.8;0.0
Colonia;25/2/2024;12.4;40.3;382.6;0.0
Colonia;26/2/2024;12.4;4.7;207.6;0.0
Colonia;27/2/2024;0.0;71.0;525.7;0.0
Colonia;28/2/2024;0.0;86.8;598.2;0.0
Colonia;29/2/2024;0.0;59.6;465.2;0.0
Colonia;1/3/2024;7.1;26.7;306.9;0.0
Colonia;2/3/2024;3.4;19.7;272.0;0.0
Colonia;3/3/2024;0.0;90.1;599.0;0.0
Colonia;4/3/2024;0.0;89.6;592.7;0.0
Colonia;5/3/2024;0.0;89.9;590.1;0.0
Colonia;6/3/2024;0.0;91.7;594.5;0.0
Colonia;7/3/2024;0.0;89.6;580.9;0.0
Colonia;8/3/2024;7.5;77.0;519.9;0.0
Colonia;9/3/2024;0.0;87.7;564.3;0.0
Colonia;10/3/2024;0.0;58.9;432.3;0.0
Colonia;11/3/2024;47.5;0.0;168.8;0.0
Colonia;12/3/2024;82.6;0.0;167.5;0.0
Colonia;13/3/2024;94.4;0.0;166.3;0.0
Colonia;14/3/2024;8.1;0.0;165.1;0.0
Colonia;15/3/2024;2.5;39.3;332.5;0.0
Colonia;16/3/2024;1.5;10.7;208.1;0.0
Colonia;17/3/2024;0.0;81.5;505.9;0.0
Colonia;18/3/2024;15.5;52.1;378.3;0.0
Colonia;19/3/2024;81.9;74.6;469.2;0.0
Colonia;20/3/2024;87.2;3.3;171.3;0.0
Colonia;21/3/2024;0.0;82.6;494.2;0.0
Colonia;22/3/2024;0.0;77.0;467.5;0.0
Colonia;23/3/2024;0.0;89.8;515.1;0.0
Colonia;24/3/2024;0.0;78.3;465.0;0.0
Colonia;25/3/2024;0.0;89.5;505.6;6.0
Colonia;26/3/2024;0.0;92.3;512.2;0.0
Colonia;27/3/2024;0.0;90.1;499.1;0.0
Colonia;28/3/2024;0.0;83.5;469.7;0.0
Colonia;29/3/2024;0.0;91.5;495.9;0.0
Colonia;30/3/2024;0.6;89.2;483.0;0.0
Colonia;31/3/2024;4.2;20.7;221.1;0.0
Colonia;1/4/2024;0.5;23.3;229.0;0.0
Colonia;2/4/2024;37.0;83.1;447.7;0.0
Colonia;3/4/2024;22.5;0.0;139.7;0.0
Colonia;4/4/2024;0.0;90.6;466.8;0.0
Colonia;5/4/2024;0.0;89.2;457.4;0.0
Colonia;6/4/2024;0.0;56.1;335.5;0.0
Colonia;7/4/2024;0.0;88.8;447.8;0.0
Colonia;8/4/2024;0.0;68.8;373.6;0.0
Colonia;9/4/2024;0.0;67.3;364.8;0.0
Colonia;10/4/2024;0.0;41.7;274.0;0.0
Colonia;11/4/2024;0.0;73.9;380.6;0.0
Colonia;12/4/2024;4.4;42.0;269.7;0.0
Colonia;13/4/2024;3.5;0.0;127.2;0.0
Colonia;14/4/2024;11.2;1.8;131.9;0.0
Colonia;15/4/2024;43.1;0.0;124.8;0.0
Colonia;16/4/2024;1.4;11.8;161.6;0.0
Colonia;17/4/2024;0.0;90.7;413.3;0.0
Colonia;18/4/2024;0.0;91.0;410.1;0.0
Colonia;19/4/2024;0.0;90.4;404.3;0.0
Colonia;20/4/2024;0.0;80.6;369.8;0.0
Colonia;21/4/2024;11.4;15.6;165.9;0.0
Colonia;22/4/2024;1.4;14.7;161.7;0.0
Colonia;23/4/2024;0.0;60.1;297.2;0.0
Colonia;24/4/2024;1.5;93.6;394.8;0.0
Colonia;25/4/2024;14.5;25.1;187.8;0.0
Colonia;26/4/2024;3.1;0.9;114.9;0.0
Colonia;27/4/2024;0.0;52.4;263.6;0.0
Colonia;28/4/2024;0.0;95.7;385.9;0.0
Colonia;29/4/2024;2.4;46.1;240.6;0.0
Colonia;30/4/2024;3.0;0.0;108.0;0.0
Colonia;1/5/2024;0.6;18.0;157.3;0.0
Colonia;2/5/2024;0.0;81.6;332.4;0.0
Colonia;3/5/2024;0.0;75.2;311.6;0.0
Colonia;4/5/2024;0.3;24.8;171.6;0.0
Colonia;5/5/2024;2.3;11.5;134.0;0.0
Colonia;6/5/2024;0.0;0.0;102.1;0.0
Colonia;7/5/2024;0.0;0.0;101.2;0.0
Colonia;8/5/2024;0.0;25.1;166.2;0.0
Colonia;9/5/2024;0.0;91.0;336.3;0.0
Colonia;10/5/2024;0.0;74.7;291.2;0.0
Colonia;11/5/2024;0.4;62.3;256.9;0.0
Colonia;12/5/2024;14.2;0.0;96.8;0.0
Colonia;13/5/2024;0.0;3.9;105.8;0.0
Colonia;14/5/2024;0.0;54.9;232.1;0.0
Colonia;15/5/2024;0.0;88.4;313.1;0.0
Colonia;16/5/2024;0.0;68.0;260.4;0.0
Colonia;17/5/2024;0.0;80.0;287.5;0.0
Colonia;18/5/2024;0.0;61.3;240.3;0.0
Colonia;19/5/2024;0.0;67.5;253.1;0.0
Colonia;20/5/2024;0.0;87.5;298.9;0.0
Colonia;21/5/2024;0.0;8.0;109.0;0.0
Colonia;22/5/2024;2.0;0.0;89.5;0.0
Colonia;23/5/2024;0.0;0.0;88.9;0.0
Colonia;24/5/2024;0.5;68.1;245.8;0.0
Colonia;25/5/2024;0.0;79.3;269.8;0.0
Colonia;26/5/2024;0.0;16.1;123.9;0.0
Colonia;27/5/2024;11.0;0.0;86.6;0.0
Colonia;28/5/2024;0.0;20.2;131.5;0.0
Colonia;29/5/2024;0.0;0.0;85.6;0.0
Colonia;30/5/2024;0.0;16.2;121.2;0.0
Colonia;31/5/2024;0.0;53.8;203.7;0.0
Colonia;1/6/2024;0.0;45.7;185.0;0.0
Colonia;2/6/2024;1.9;0.0;83.8;0.0
Colonia;3/6/2024;0.0;80.4;259.0;0.0
Colonia;4/6/2024;1.5;73.5;242.7;0.0
Colonia;5/6/2024;0.0;17.4;120.2;0.0
Colonia;6/6/2024;0.0;70.6;234.4;0.0
Colonia;7/6/2024;0.0;55.3;200.7;0.0
Colonia;8/6/2024;0.0;35.9;158.5;0.0
Colonia;9/6/2024;0.0;55.4;199.6;0.0
Colonia;10/6/2024;0.0;88.3;269.0;0.0
Colonia;11/6/2024;0.0;46.2;179.0;0.0
Colonia;12/6/2024;0.0;19.5;122.1;0.0
Colonia;13/6/2024;0.0;37.0;158.8;0.0
Colonia;14/6/2024;0.4;0.0;80.5;0.0
Colonia;15/6/2024;0.0;0.0;80.3;0.0
Colonia;16/6/2024;0.0;0.0;80.2;0.0
Colonia;17/6/2024;0.0;84.4;257.4;0.0
Colonia;18/6/2024;0.5;14.4;110.3;0.0
Colonia;19/6/2024;0.0;62.9;211.9;0.0
Colonia;20/6/2024;0.0;88.7;265.8;0.0
Colonia;21/6/2024;3.5;0.0;80.0;0.0
Colonia;22/6/2024;0.6;0.0;80.1;0.0
Colonia;23/6/2024;0.0;79.3;246.5;0.0
Colonia;24/6/2024;0.0;69.0;225.0;0.0
Colonia;25/6/2024;1.0;27.8;138.7;0.0
Colonia;26/6/2024;0.0;74.1;236.3;0.0
Colonia;27/6/2024;0.0;79.2;247.5;0.0
Colonia;28/6/2024;0.0;86.3;263.1;0.0
Colonia;29/6/2024;0.0;81.1;252.6;0.0
Colonia;30/6/2024;0.0;89.3;270.7;0.0
Colonia;1/7/2024;0.0;87.2;266.8;0.0
Colonia;2/7/2024;0.0;88.1;269.6;0.0
Colonia;3/7/2024;0.0;85.0;263.8;0.0
Colonia;4/7/2024;0.0;78.7;251.3;0.0
Colonia;5/7/2024;0.0;91.9;280.8;0.0
Colonia;6/7/2024;0.0;84.7;266.2;0.0
Colonia;7/7/2024;0.0;77.4;251.5;0.0
Colonia;8/7/2024;0.0;94.6;290.2;0.0
Colonia;9/7/2024;0.0;49.8;193.2;0.0
Colonia;10/7/2024;0.0;87.2;276.8;0.0
Colonia;11/7/2024;0.0;72.9;246.6;0.0
Colonia;12/7/2024;0.0;84.9;274.6;0.0
Colonia;13/7/2024;0.0;81.7;269.0;0.0
Colonia;14/7/2024;0.0;89.7;288.6;0.0
Colonia;15/7/2024;0.0;62.4;228.3;0.0
Colonia;16/7/2024;0.0;71.3;250.1;0.0
Colonia;17/7/2024;0.0;84.2;281.3;0.0
Colonia;18/7/2024;0.0;82.0;278.2;0.0
Colonia;19/7/2024;0.0;3.0;96.0;0.0
Colonia;20/7/2024;0.0;0.0;89.6;0.0
Colonia;21/7/2024;0.0;33.8;170.1;0.0
Colonia;22/7/2024;0.0;0.0;90.9;0.0
Colonia;23/7/2024;0.0;43.5;196.0;0.0
Colonia;24/7/2024;9.5;3.0;99.5;0.0
Colonia;25/7/2024;0.0;86.7;304.3;0.0
Colonia;26/7/2024;0.0;86.4;306.1;0.0
Colonia;27/7/2024;0.0;84.3;303.3;0.0
Colonia;28/7/2024;0.0;45.0;207.5;0.0
Colonia;29/7/2024;0.0;91.7;326.9;0.0
Colonia;30/7/2024;0.0;85.6;314.2;0.0
Colonia;31/7/2024;0.0;44.6;212.0;0.0
Colonia;1/8/2024;0.0;31.0;178.6;0.0
Colonia;2/8/2024;17.5;60.8;257.9;0.0
Colonia;3/8/2024;10.03;46.2;221.8;0.0
Colonia;4/8/2024;0.0;24.0;164.9;0.0
Colonia;5/8/2024;0.0;18.2;150.8;0.0
Colonia;6/8/2024;1.0;0.0;103.1;0.0
Colonia;7/8/2024;0.0;71.4;298.5;0.0
Colonia;8/8/2024;1.9;16.1;149.4;0.0
Colonia;9/8/2024;0.0;63.4;282.0;0.0
Colonia;10/8/2024;0.0;89.6;358.1;0.0
Colonia;11/8/2024;0.0;99.8;390.3;0.0
Colonia;12/8/2024;0.0;99.8;394.0;0.0
Colonia;13/8/2024;0.0;99.8;397.7;0.0
Colonia;14/8/2024;0.0;99.9;401.8;0.0
Colonia;15/8/2024;0.0;99.9;405.7;0.0
Colonia;16/8/2024;0.0;54.7;275.4;0.0
Colonia;17/8/2024;0.0;89.6;382.8;0.0
Colonia;18/8/2024;0.5;28.6;201.8;0.0
Colonia;19/8/2024;0.8;19.3;175.4;0.0
Colonia;20/8/2024;23.5;86.1;382.9;0.0
Colonia;21/8/2024;1.6;8.2;144.4;0.0
Colonia;22/8/2024;0.0;31.8;220.0;0.0
Colonia;23/8/2024;0.0;99.9;438.0;0.0
Colonia;24/8/2024;0.0;99.8;441.9;0.0
Colonia;25/8/2024;0.2;43.3;263.3;0.0
Colonia;26/8/2024;0.0;87.2;409.3;0.0
Colonia;27/8/2024;0.0;99.9;455.0;0.0
Colonia;28/8/2024;0.0;0.0;127.0;0.0
Colonia;29/8/2024;0.0;45.4;280.7;0.0
Colonia;30/8/2024;44.7;0.0;129.4;0.0
Colonia;31/8/2024;14.0;0.0;130.6;0.0
Colonia;1/9/2024;0.4;12.3;174.5;0.0
Colonia;2/9/2024;0.0;42.2;280.2;0.0
Colonia;3/9/2024;0.0;82.4;424.2;0.0
Colonia;4/9/2024;0.0;77.8;411.8;0.0
Colonia;5/9/2024;0.0;88.9;455.2;0.0
Colonia;6/9/2024;0.0;66.8;379.7;0.0
Colonia;7/9/2024;0.0;84.0;445.7;0.0
Colonia;8/9/2024;0.0;82.8;445.5;0.0
Colonia;9/9/2024;0.8;19.8;215.3;0.0
Colonia;10/9/2024;0.2;8.6;175.2;0.0
Colonia;11/9/2024;0.0;35.9;280.0;0.0
Colonia;12/9/2024;0.0;86.1;474.0;0.0
Colonia;13/9/2024;0.0;75.6;437.7;0.0
Colonia;14/9/2024;0.0;88.9;493.1;0.0
Colonia;15/9/2024;0.0;87.8;493.1;0.0
Colonia;16/9/2024;0.0;82.5;476.1;0.0
Colonia;17/9/2024;0.0;14.3;208.7;0.0
Colonia;18/9/2024;0.0;77.8;465.4;0.0
Colonia;19/9/2024;2.1;46.7;343.3;0.0
Colonia;20/9/2024;0.0;79.8;481.1;0.0
